DOI,Tortured Phrases,filename
10.2139/ssrn.3363077,K-closest neighbors • bunching clustering~20 • bunching model • bunching strategies • common language preparing • discourse acknowledgement OR discourse acknowledgment • discourse acknowledgment • grouping methods • highlight extraction • profound CNN • profound model • shrouded layer • shrouded units • unique finger impression • profound learning AND deep learning,ssrn.3363077.pdf
10.1016/j.matpr.2022.02.157,administered learning • backing vector machine • bunching clustering~20 • bunching strategies • calculated relapse • direct relapse • help vector machine • information digging • information mining • informational collection • informational index • neural organization • solo learning strategy • solo learning,j.matpr.2022.02.157.pdf
10.1016/j.matpr.2020.03.189,AI calculation • Alzheimer's malady • Alzheimer's sickness • Parkinson's illness • as pursues • choice tree • grouping and relapse • irregular timberland • managed AI calculation • preparation dataset • preparation information • preparing information • regulated AI calculation,j.matpr.2020.03.189.pdf
10.1016/j.matpr.2021.02.626,AI calculation • Alzheimer's infection • Alzheimer's sickness • attractive reverberation • convolutional neural organization • crude information • loads and inclinations • more established grown-ups • more seasoned grown-ups • neural organization • preparing pictures • programming bundle • profound learning AND deep learning,j.matpr.2021.02.626.pdf
10.2139/ssrn.3563575,AI calculation • cardiovascular breakdown • crude information • discourse acknowledgement OR discourse acknowledgment • discourse acknowledgment • highlight portrayal • information distribution center • information mining • prescient capacity • prescient framework • shrouded layer • to separate highlights • profound learning AND deep learning,ssrn.3563575.pdf
10.2139/ssrn.3497824,AI calculation • assault model • bunching clustering~20 • cyber-assault • information mining • informational collection • man-made brainpower • pre-preparing • preparing and testing • preparing information • shrewd matrix • solo learning • unaided learning,ssrn.3497824.pdf
10.2139/ssrn.4011022,cross-entropy misfortune • element extractor • exactness and strength • misfortune work • neuron yield • picture preparing • preparation set • preparing set • slope plunge • stowed away layers • yield layers • yield layer AND neural • profound learning AND deep learning,ssrn.4011022.pdf
10.1016/j.phycom.2020.101119,Wavelet change • concealed layer • conjugate inclination • exactness accuracy~5 • feature choice • high-exactness • pixel esteems • pre-preparing • preparation information • shrouded units • solo pre-preparing • unaided learning,j.phycom.2020.101119.pdf
10.1016/j.matpr.2021.10.475,K-closest neighbors • arrangement and relapse • back likelihood • highlight extraction • highlights are extricated • informational collection • pre-handling • preparing design • preparing information • preparing set • profound learning AND deep learning • preparing information AND (training set OR training dataset),j.matpr.2021.10.475.pdf
10.1016/j.aiia.2022.06.001,PC vision • cross-entropy misfortune • exactness accuracy~5 • informational index • misfortune work • move learning • picture division • picture handling • preparing information • move learning AND transfer learning • profound learning AND deep learning • preparing information AND (training set OR training dataset),j.aiia.2022.06.001.pdf
10.2139/ssrn.3391051,K-implies • Programmed acknowledgment • blunder rate • bolster vector machine • distinguishing proof • facial highlights • highlight extraction • highlight vector • indistinguishable twins • k-implies calculation • recognizable proof • surface highlights,ssrn.3391051.pdf
10.1016/j.gltp.2021.08.036,actuation capacities • back proliferation • enactment capacities • enactment work • initiation work • neural organization • non-straight change • revolution scaling interpretation~2 • secret layer • straight change • back spread AND neural • back proliferation AND neural,j.gltp.2021.08.036.pdf
10.1016/j.matpr.2022.04.972,actuation capacities • actuation work • completely associated layer • highlight extraction • highlight vector • initiation work • neuron yield • recognizable proof • to separate highlights • yield layers • yield layer AND neural • profound learning AND deep learning,j.matpr.2022.04.972.pdf
10.1016/j.matpr.2021.12.059,PC vision • Wavelet change • added substance clamour • commotion decrease • commotion picture • driving reason • foundation commotion • picture dealing with • picture handling • picture preparing • square blunder • wavelet decay,j.matpr.2021.12.059.pdf
10.1016/b978-0-323-90280-9.00001-8,big-time salary • extreme intense respiratory • rate focuses • resistant framework • world wellbeing association • social removing AND COVID • social separating AND COVID,b978-0-323-90280-9.00001-8.pdf
10.1016/j.matpr.2020.09.606,K-implies • as pursues • bunching strategies • exactness esteem • high-exactness • highlight extraction • huge information • information mining • informational index • k-implies grouping • straight change • wellness esteem,j.matpr.2020.09.606.pdf
10.2139/ssrn.3883895,Gaussian appropriations • actuation work • computerized reasoning • exactness accuracy~5 • exactness and review • man-made brainpower • neural associations • neural organization • picture handling • picture preparing • pre-preparing • profound learning AND deep learning,ssrn.3883895.pdf
10.1016/j.micpro.2019.102960,Wavelet change • commotion decrease • concealed layer • convolutional neural system • enactment capacities • field programmable entryway exhibit • help vector machine • high-exactness • picture preparing • vitality utilization • profound learning AND deep learning • enhancement calculation AND optimiz*,j.micpro.2019.102960.pdf
10.2139/ssrn.3472265,PC vision • Wavelet change • component extraction • customary strategies • distinguishing proof • example acknowledgment • highlight vector • picture dealing with • picture recovery • shading pictures • surface highlights • PC helped AND (be that as it OR on the off chance),ssrn.3472265.pdf
10.1016/j.cose.2019.04.008,Wavelet change • affectability and specificity • biometric highlight • highlight extraction • highlight vector • number juggling • shrouded Markov • vitality utilization • working framework • savage power AND brute • working framework AND operating system,j.cose.2019.04.008.pdf
10.1016/j.jclepro.2022.135522,back-engendering calculation • choice tree • concealed neuron • information mining • secret layer • secret neuron • stowed away layers • yield layers • yield layer AND neural • back engendering AND neural • profound learning AND deep learning,j.jclepro.2022.135522.pdf
10.1016/j.matpr.2021.12.123,"completely associated layer • exactness accuracy~5 • exactness, accuracy, review, and F1-score • informational index • move learning • picture subtitling • preparation informational index • profound organizations • repetitive neural network • secret layer • move learning AND transfer learning",j.matpr.2021.12.123.pdf
10.2139/ssrn.3842798,K-implies • choice tree • distinguishing proof • grouping methods • information mining • informational collection • informational index • k-implies bunching • neural organization • recognizable proof • self-arranging map,ssrn.3842798.pdf
10.2139/ssrn.3852109,actuation capacities • backing vector machine • choice tree • cross-entropy misfortune • direct relapse • fake neural • initiation work • misfortune work • neural organization • secret layer • square blunder,ssrn.3852109.pdf
10.2139/ssrn.3869819,PC vision calculations • PC vision • acknowledgment exactness • acknowledgment pace • design acknowledgment • help vector machine • keen home • pixel esteems • upper appendage • versatile stages AND mobile • profound learning AND deep learning,ssrn.3869819.pdf
10.2139/ssrn.3583653,K-closest neighbors • bolster vector machine • digital assault • disavowal of administration • distinguishing proof • irregularity discovery • learning disclosure in databases • peculiarity identification • recognizable proof • working framework • working framework AND operating system,ssrn.3583653.pdf
10.2139/ssrn.3703135,AI calculation • cancer grouping • convolutional neural system • counterfeit neural • informational collection • loads and inclinations • picture order • preparation set • surface highlights • back engendering AND neural • profound learning AND deep learning,ssrn.3703135.pdf
10.1016/j.imu.2020.100408,feature choice • informational index • malignancy finding • middle filter • preparation set • speculation capacity • swarm improvement • swarm streamlining • vitality sparing • directed learning AND supervised learning,j.imu.2020.100408.pdf
10.1016/j.procs.2019.05.005,actuation work • back proliferation • backslide model • covered layer • crude information • enactment work • preparation set • sigmoid capacity • back spread AND neural • back proliferation AND neural,j.procs.2019.05.005.pdf
10.1016/b978-0-323-85172-5.00020-4,K-closest neighbors • convolution neural system • info and yield • informational collection • informational index • preparation dataset • preparation information • preparation set • tainted patients • profound learning AND deep learning,b978-0-323-85172-5.00020-4.pdf
10.1016/j.matpr.2018.09.010,concealed layer • counterfeit neural • design acknowledgment • info and yield • preparation set • sigmoid capacity • square mistake • squared mistake • yield layers • yield layer AND neural,j.matpr.2018.09.010.pdf
10.2139/ssrn.3570473,bolster vector machine • convolutional neural system • cutting-edge execution • highlight vector • likelihood thickness • locale of enthusiasm • misfortune work • picture division • processed tomography (CT) • shrouded Markov,ssrn.3570473.pdf
10.2139/ssrn.3565861,blunder rate • discourse acknowledgement OR discourse acknowledgment • discourse acknowledgment • discourse recognition • discourse tests • enthusiastic state • highlight extraction • preparing and testing • programmed discourse acknowledgment • word blunders,ssrn.3565861.pdf
10.2139/ssrn.3687566,crude information • design acknowledgment • info information • information digging • information mining • information stockroom • informational collection • irregularity identification • missing esteem • prescient model,ssrn.3687566.pdf
10.2139/ssrn.3688419,enactment work • info and yield • info layer • information and yield layers • initiation work • shrouded layer • yield layers • yield of the capacity • yield layer AND neural • directed learning AND supervised learning,ssrn.3688419.pdf
10.2139/ssrn.3649615,Euclidean separation • K-implies • coronary illness • help vector machine • information mining • k-implies bunching • preparing information • prescient model • strategic relapse • preparing information AND (training set OR training dataset),ssrn.3649615.pdf
10.1016/j.iot.2018.08.007,K-implies • PC vision • highlight extraction • k-implies grouping • picture division • picture handling • picture preparing • plant ailments • recognizable proof,j.iot.2018.08.007.pdf
10.1016/j.neuroimage.2022.118987,brain organization • neural organization,j.neuroimage.2022.118987.pdf
10.1016/j.asd.2020.101022,brain organization • neural organization,j.asd.2020.101022.pdf
10.1016/j.procs.2019.05.020,Fourier change • Wavelet change • back proliferation • hereditary algorithm • hereditary calculation • info information • informational collection • preparing and testing • back proliferation AND neural,j.procs.2019.05.020.pdf
10.1016/j.matpr.2021.11.518,back proliferation • feed forward neural organization • neural associations • neural organization • preparing set • yield layers • back spread AND neural • yield layer AND neural • back proliferation AND neural,j.matpr.2021.11.518.pdf
10.2139/ssrn.3852865,PC vision • completely associated layer • convolutional neural organization • crude picture • informational index • initiation work • multi-facet perceptron • neural organization • picture preparing,ssrn.3852865.pdf
10.2139/ssrn.3187151,K-implies • arrive utilize • counterfeit neural • disarray grid • disarray lattice • informational collection • k-implies calculation • perplexity lattice • preparing information,ssrn.3187151.pdf
10.2139/ssrn.4143873,AI calculation • abnormality identification • bunching clustering~20 • face acknowledgment • information digging • information mining • information stockroom • informational index • solo learning,ssrn.4143873.pdf
10.1016/j.matpr.2021.02.644,Wavelet change • misfortune work • neural organization • picture preparing • preparing information • profound convolutional • profound neural organization • shading pictures • profound learning AND deep learning,j.matpr.2021.02.644.pdf
10.2139/ssrn.3866458,face acknowledgment • facial acknowledgement OR facial acknowledgment • keen home • man-made consciousness • maturing populace • peculiarity identification • picture preparing • reconnaissance framework • voice acknowledgment,ssrn.3866458.pdf
10.2139/ssrn.3924548,Fourier change • Wavelet change • back vector machine • blunder rate • discourse preparing • highlight extraction • preparing information • preparing set • recurrence space,ssrn.3924548.pdf
10.2139/ssrn.3749025,administered machine learning • bunching strategies • choice tree • disarray lattice • disarray network • information mining • informational index • innocent Bayes • preparation set,ssrn.3749025.pdf
